Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       1/9           luaopen_debug [127]
                0.00    0.00       1/9           luaopen_package [131]
                0.00    0.00       1/9           luaopen_string [132]
                0.00    0.00       1/9           luaopen_table [133]
[54]     0.0    0.00    0.00       9         luaE_setdebt [54]
-----------------------------------------------
                0.00    0.00       3/9           io_noclose [78]
                0.00    0.00       6/9           f_gc [77]
[55]     0.0    0.00    0.00       9         luaL_checkudata [55]
                0.00    0.00       9/9           luaL_testudata [56]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [55]
[56]     0.0    0.00    0.00       9         luaL_testudata [56]
                0.00    0.00       9/10          lua_touserdata [52]
                0.00    0.00       9/9           lua_getmetatable [58]
                0.00    0.00       9/36          lua_getfield [27]
                0.00    0.00       9/9           luaV_equalobj [57]
                0.00    0.00       9/9           lua_rawequal [59]
                0.00    0.00       9/66          lua_settop [24]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [56]
[57]     0.0    0.00    0.00       9         luaV_equalobj [57]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [56]
[58]     0.0    0.00    0.00       9         lua_getmetatable [58]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [56]
[59]     0.0    0.00    0.00       9         lua_rawequal [59]
                0.00    0.00      18/67          index2value [23]
-----------------------------------------------
                0.00    0.00       2/8           lua_rawgeti [90]
                0.00    0.00       6/8           luaH_setint [64]
[60]     0.0    0.00    0.00       8         luaH_getint [60]
-----------------------------------------------
                0.00    0.00       1/7           lua_pushstring [32]
                0.00    0.00       1/7           lua_newuserdatauv [75]
                0.00    0.00       1/7           luaL_getsubtable [43]
                0.00    0.00       1/7           luaopen_debug [127]
                0.00    0.00       1/7           luaopen_package [131]
                0.00    0.00       1/7           luaopen_string [132]
                0.00    0.00       1/7           luaopen_table [133]
[61]     0.0    0.00    0.00       7         luaC_step [61]
-----------------------------------------------
                0.00    0.00       1/7           luaD_closeprotected [106]
                0.00    0.00       1/7           lua_newstate [122]
                0.00    0.00       5/7           luaD_pcall [67]
[62]     0.0    0.00    0.00       7         luaD_rawrunprotected [62]
                0.00    0.00       5/5           luaD_callnoyield <cycle 1> [37]
                0.00    0.00       4/4           dothecall [72]
                0.00    0.00       1/1           luaF_close [107]
                0.00    0.00       1/1           closepaux [97]
                0.00    0.00       1/1           f_call [100]
                0.00    0.00       1/1           f_luaopen [101]
-----------------------------------------------
                0.00    0.00       7/7           lua_pushcclosure [20]
[63]     0.0    0.00    0.00       7         luaF_newCclosure [63]
                0.00    0.00       7/249         luaC_newobj [11]
-----------------------------------------------
                0.00    0.00       6/6           lua_rawseti [66]
[64]     0.0    0.00    0.00       6         luaH_setint [64]
                0.00    0.00       6/8           luaH_getint [60]
                0.00    0.00       1/214         luaH_newkey <cycle 2> [7]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [31]
                0.00    0.00       1/6           luaV_objlen [118]
                0.00    0.00       4/6           luaC_checkfinalizer [73]
[65]     0.0    0.00    0.00       6         luaT_gettm [65]
                0.00    0.00       6/10          luaH_getshortstr [46]
-----------------------------------------------
                0.00    0.00       2/6           pmain <cycle 1> [135]
                0.00    0.00       4/6           luaopen_package [131]
[66]     0.0    0.00    0.00       6         lua_rawseti [66]
                0.00    0.00       6/67          index2value [23]
                0.00    0.00       6/6           luaH_setint [64]
-----------------------------------------------
                0.00    0.00       1/5           lua_pcallk [534]
                0.00    0.00       4/5           GCTM [69]
[67]     0.0    0.00    0.00       5         luaD_pcall [67]
                0.00    0.00       5/7           luaD_rawrunprotected [62]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [131]
                0.00    0.00       1/5           luaopen_string [132]
                0.00    0.00       3/5           luaopen_io [128]
[68]     0.0    0.00    0.00       5         lua_setmetatable [68]
                0.00    0.00       5/67          index2value [23]
                0.00    0.00       4/4           luaC_checkfinalizer [73]
-----------------------------------------------
                0.00    0.00       4/4           luaC_freeallobjects [105]
[69]     0.0    0.00    0.00       4         GCTM [69]
                0.00    0.00       4/10          luaH_getshortstr [46]
                0.00    0.00       4/4           luaT_gettmbyobj [74]
                0.00    0.00       4/5           luaD_pcall [67]
-----------------------------------------------
                0.00    0.00       4/4           atomic [95]
[70]     0.0    0.00    0.00       4         clearbyvalues [70]
-----------------------------------------------
                0.00    0.00       4/4           finishgencycle [102]
[71]     0.0    0.00    0.00       4         correctgraylist [71]
-----------------------------------------------
                0.00    0.00       4/4           luaD_rawrunprotected [62]
[72]     0.0    0.00    0.00       4         dothecall [72]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [68]
[73]     0.0    0.00    0.00       4         luaC_checkfinalizer [73]
                0.00    0.00       4/6           luaT_gettm [65]
-----------------------------------------------
                0.00    0.00       4/4           GCTM [69]
[74]     0.0    0.00    0.00       4         luaT_gettmbyobj [74]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [129]
                0.00    0.00       3/4           luaopen_io [128]
[75]     0.0    0.00    0.00       4         lua_newuserdatauv [75]
                0.00    0.00       4/410         luaS_newudata [4]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
-----------------------------------------------
                0.00    0.00       4/4           luaopen_math [129]
[76]     0.0    0.00    0.00       4         lua_pushinteger [76]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [39]
[77]     0.0    0.00    0.00       3         f_gc [77]
                0.00    0.00       6/9           luaL_checkudata [55]
                0.00    0.00       3/3           io_noclose [78]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [77]
[78]     0.0    0.00    0.00       3         io_noclose [78]
                0.00    0.00       3/9           luaL_checkudata [55]
                0.00    0.00       3/21          lua_pushstring [32]
                0.00    0.00       3/3           lua_pushnil [81]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [128]
[79]     0.0    0.00    0.00       3         luaL_setmetatable [79]
                0.00    0.00       3/36          lua_getfield [27]
-----------------------------------------------
                0.00    0.00       3/3           luaL_getsubtable [43]
[80]     0.0    0.00    0.00       3         lua_absindex [80]
-----------------------------------------------
                0.00    0.00       3/3           io_noclose [78]
[81]     0.0    0.00    0.00       3         lua_pushnil [81]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [96]
[82]     0.0    0.00    0.00       3         sweep2old [82]
                0.00    0.00       3/305         luaM_free_ [6]
                0.00    0.00       3/249         freeobj [10]
-----------------------------------------------
                0.00    0.00       2/2           atomic [95]
[83]     0.0    0.00    0.00       2         clearbykeys [83]
-----------------------------------------------
                0.00    0.00       2/2           atomic [95]
[84]     0.0    0.00    0.00       2         convergeephemerons [84]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [39]
[85]     0.0    0.00    0.00       2         luaE_extendCI [85]
                0.00    0.00       2/285         luaM_malloc_ [8]
-----------------------------------------------
                0.00    0.00       2/2           lua_pushfstring [88]
[86]     0.0    0.00    0.00       2         luaO_pushvfstring [86]
                0.00    0.00      10/10          addstr2buff [45]
                0.00    0.00       2/2           pushstr [92]
-----------------------------------------------
                0.00    0.00       2/2           pmain <cycle 1> [135]
[87]     0.0    0.00    0.00       2         lua_gc [87]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/1           luaC_changemode [104]
-----------------------------------------------
                0.00    0.00       2/2           setpath [94]
[88]     0.0    0.00    0.00       2         lua_pushfstring [88]
                0.00    0.00       2/2           luaO_pushvfstring [86]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_math [129]
[89]     0.0    0.00    0.00       2         lua_pushnumber [89]
-----------------------------------------------
                0.00    0.00       1/2           luaopen_base [125]
                0.00    0.00       1/2           luaopen_package [131]
[90]     0.0    0.00    0.00       2         lua_rawgeti [90]
                0.00    0.00       2/67          index2value [23]
                0.00    0.00       2/8           luaH_getint [60]
-----------------------------------------------
                0.00    0.00       1/2           pmain <cycle 1> [135]
                0.00    0.00       1/2           luaL_len [110]
[91]     0.0    0.00    0.00       2         lua_tointegerx [91]
-----------------------------------------------
                0.00    0.00       2/2           luaO_pushvfstring [86]
[92]     0.0    0.00    0.00       2         pushstr [92]
                0.00    0.00       2/229         internshrstr [13]
                0.00    0.00       2/230         luaS_newlstr [12]
-----------------------------------------------
                0.00    0.00       1/2           atomic [95]
                0.00    0.00       1/2           luaC_freeallobjects [105]
[93]     0.0    0.00    0.00       2         separatetobefnz [93]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [131]
[94]     0.0    0.00    0.00       2         setpath [94]
                0.00    0.00       2/2           lua_pushfstring [88]
                0.00    0.00       2/21          lua_pushstring [32]
                0.00    0.00       2/214         auxsetstr [15]
                0.00    0.00       2/203         lua_setfield [16]
-----------------------------------------------
                0.00    0.00       1/1           entergen [98]
[95]     0.0    0.00    0.00       1         atomic [95]
                0.00    0.00      28/28          propagatemark [31]
                0.00    0.00       4/4           clearbyvalues [70]
                0.00    0.00       2/2           convergeephemerons [84]
                0.00    0.00       2/2           clearbykeys [83]
                0.00    0.00       1/2           separatetobefnz [93]
                0.00    0.00       1/1           luaS_clearcache [113]
-----------------------------------------------
                0.00    0.00       1/1           entergen [98]
[96]     0.0    0.00    0.00       1         atomic2gen [96]
                0.00    0.00       3/3           sweep2old [82]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected [62]
[97]     0.0    0.00    0.00       1         closepaux [97]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [104]
[98]     0.0    0.00    0.00       1         entergen [98]
                0.00    0.00       1/1           singlestep [136]
                0.00    0.00       1/1           finishgencycle [102]
                0.00    0.00       1/1           atomic2gen [96]
                0.00    0.00       1/1           atomic [95]
                0.00    0.00       1/9           luaE_setdebt [54]
-----------------------------------------------
                0.00    0.00       1/1           luaC_freeallobjects [105]
[99]     0.0    0.00    0.00       1         enterinc [99]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected [62]
[100]    0.0    0.00    0.00       1         f_call [100]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected [62]
[101]    0.0    0.00    0.00       1         f_luaopen [101]
                0.00    0.00       2/20          luaH_new [34]
                0.00    0.00       1/1           stack_init [137]
                0.00    0.00       1/214         luaH_resize <cycle 2> [29]
                0.00    0.00       1/1           luaT_init [117]
                0.00    0.00       1/1           luaS_init [115]
                0.00    0.00       1/1           luaX_init [119]
-----------------------------------------------
                0.00    0.00       1/1           entergen [98]
[102]    0.0    0.00    0.00       1         finishgencycle [102]
                0.00    0.00       4/4           correctgraylist [71]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[103]    0.0    0.00    0.00       1         gctm [103]
                0.00    0.00       1/1           luaL_len [110]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [87]
[104]    0.0    0.00    0.00       1         luaC_changemode [104]
                0.00    0.00       1/1           entergen [98]
-----------------------------------------------
                0.00    0.00       1/1           close_state [172]
[105]    0.0    0.00    0.00       1         luaC_freeallobjects [105]
                0.00    0.00     246/305         luaM_free_ [6]
                0.00    0.00     246/249         freeobj [10]
                0.00    0.00      20/20          luaH_free [33]
                0.00    0.00       4/4           GCTM [69]
                0.00    0.00       1/1           enterinc [99]
                0.00    0.00       1/2           separatetobefnz [93]
-----------------------------------------------
                0.00    0.00       1/1           close_state [172]
[106]    0.0    0.00    0.00       1         luaD_closeprotected [106]
                0.00    0.00       1/7           luaD_rawrunprotected [62]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected [62]
[107]    0.0    0.00    0.00       1         luaF_close [107]
                0.00    0.00       1/1           luaF_closeupval [108]
-----------------------------------------------
                0.00    0.00       1/1           luaF_close [107]
[108]    0.0    0.00    0.00       1         luaF_closeupval [108]
-----------------------------------------------
                0.00    0.00       1/1           luaV_objlen [118]
[109]    0.0    0.00    0.00       1         luaH_getn [109]
-----------------------------------------------
                0.00    0.00       1/1           gctm [103]
[110]    0.0    0.00    0.00       1         luaL_len [110]
                0.00    0.00       1/1           lua_len [121]
                0.00    0.00       1/2           lua_tointegerx [91]
                0.00    0.00       1/66          lua_settop [24]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [128]
[111]    0.0    0.00    0.00       1         luaL_newmetatable [111]
                0.00    0.00       2/214         auxsetstr [15]
                0.00    0.00       2/203         lua_setfield [16]
                0.00    0.00       1/36          lua_getfield [27]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/21          lua_pushstring [32]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/37          lua_pushvalue [26]
-----------------------------------------------
                                   1             pmain <cycle 1> [135]
[112]    0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [112]
                0.00    0.00      10/214         auxsetstr [15]
                0.00    0.00      10/11          lua_setglobal [44]
                0.00    0.00      10/66          lua_settop [24]
                                  10             luaL_requiref <cycle 1> [48]
-----------------------------------------------
                0.00    0.00       1/1           atomic [95]
[113]    0.0    0.00    0.00       1         luaS_clearcache [113]
-----------------------------------------------
                0.00    0.00       1/1           lua_newstate [122]
[114]    0.0    0.00    0.00       1         luaS_hash [114]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[115]    0.0    0.00    0.00       1         luaS_init [115]
                0.00    0.00       1/285         luaM_malloc_ [8]
                0.00    0.00       1/229         internshrstr [13]
                0.00    0.00       1/49          luaC_fix [25]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [13]
[116]    0.0    0.00    0.00       1         luaS_resize [116]
                0.00    0.00       1/35          luaM_realloc_ [28]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[117]    0.0    0.00    0.00       1         luaT_init [117]
                0.00    0.00      25/318         luaS_new [5]
                0.00    0.00      25/49          luaC_fix [25]
-----------------------------------------------
                0.00    0.00       1/1           lua_len [121]
[118]    0.0    0.00    0.00       1         luaV_objlen [118]
                0.00    0.00       1/1           luaH_getn [109]
                0.00    0.00       1/6           luaT_gettm [65]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[119]    0.0    0.00    0.00       1         luaX_init [119]
                0.00    0.00      23/49          luaC_fix [25]
                0.00    0.00      22/318         luaS_new [5]
                0.00    0.00       1/229         internshrstr [13]
                0.00    0.00       1/230         luaS_newlstr [12]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [438]
[120]    0.0    0.00    0.00       1         lua_atpanic [120]
-----------------------------------------------
                0.00    0.00       1/1           luaL_len [110]
[121]    0.0    0.00    0.00       1         lua_len [121]
                0.00    0.00       1/1           luaV_objlen [118]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [438]
[122]    0.0    0.00    0.00       1         lua_newstate [122]
                0.00    0.00       1/626         l_alloc [3]
                0.00    0.00       1/1           luaS_hash [114]
                0.00    0.00       1/7           luaD_rawrunprotected [62]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_utf8 [134]
[123]    0.0    0.00    0.00       1         lua_pushlstring [123]
                0.00    0.00       1/229         internshrstr [13]
                0.00    0.00       1/230         luaS_newlstr [12]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [438]
[124]    0.0    0.00    0.00       1         lua_setwarnf [124]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[125]    0.0    0.00    0.00       1         luaopen_base [125]
                0.00    0.00       2/214         auxsetstr [15]
                0.00    0.00       2/203         lua_setfield [16]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
                0.00    0.00       1/2           lua_rawgeti [90]
                0.00    0.00       1/37          lua_pushvalue [26]
                0.00    0.00       1/21          lua_pushstring [32]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[126]    0.0    0.00    0.00       1         luaopen_coroutine [126]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[127]    0.0    0.00    0.00       1         luaopen_debug [127]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[128]    0.0    0.00    0.00       1         luaopen_io [128]
                0.00    0.00       6/214         auxsetstr [15]
                0.00    0.00       6/203         lua_setfield [16]
                0.00    0.00       4/66          lua_settop [24]
                0.00    0.00       3/15          luaL_setfuncs [40]
                0.00    0.00       3/4           lua_newuserdatauv [75]
                0.00    0.00       3/5           lua_setmetatable [68]
                0.00    0.00       3/3           luaL_setmetatable [79]
                0.00    0.00       2/18          lua_createtable [35]
                0.00    0.00       2/37          lua_pushvalue [26]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/1           luaL_newmetatable [111]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[129]    0.0    0.00    0.00       1         luaopen_math [129]
                0.00    0.00       4/214         auxsetstr [15]
                0.00    0.00       4/203         lua_setfield [16]
                0.00    0.00       4/4           lua_pushinteger [76]
                0.00    0.00       3/66          lua_settop [24]
                0.00    0.00       2/15          luaL_setfuncs [40]
                0.00    0.00       2/2           lua_pushnumber [89]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/4           lua_newuserdatauv [75]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[130]    0.0    0.00    0.00       1         luaopen_os [130]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[131]    0.0    0.00    0.00       1         luaopen_package [131]
                0.00    0.00       5/166         lua_pushcclosure [20]
                0.00    0.00       5/214         auxsetstr [15]
                0.00    0.00       5/203         lua_setfield [16]
                0.00    0.00       5/66          lua_settop [24]
                0.00    0.00       5/37          lua_pushvalue [26]
                0.00    0.00       4/6           lua_rawseti [66]
                0.00    0.00       3/18          lua_createtable [35]
                0.00    0.00       3/13          luaL_getsubtable [43]
                0.00    0.00       2/15          luaL_setfuncs [40]
                0.00    0.00       2/2           setpath [94]
                0.00    0.00       1/5           lua_setmetatable [68]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
                0.00    0.00       1/21          lua_pushstring [32]
                0.00    0.00       1/2           lua_rawgeti [90]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[132]    0.0    0.00    0.00       1         luaopen_string [132]
                0.00    0.00       4/66          lua_settop [24]
                0.00    0.00       2/18          lua_createtable [35]
                0.00    0.00       2/15          luaL_setfuncs [40]
                0.00    0.00       2/37          lua_pushvalue [26]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
                0.00    0.00       1/21          lua_pushstring [32]
                0.00    0.00       1/5           lua_setmetatable [68]
                0.00    0.00       1/214         auxsetstr [15]
                0.00    0.00       1/203         lua_setfield [16]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[133]    0.0    0.00    0.00       1         luaopen_table [133]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [39]
[134]    0.0    0.00    0.00       1         luaopen_utf8 [134]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/66          lua_settop [24]
                0.00    0.00       1/15          luaL_setfuncs [40]
                0.00    0.00       1/1           lua_pushlstring [123]
                0.00    0.00       1/214         auxsetstr [15]
                0.00    0.00       1/203         lua_setfield [16]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [39]
[135]    0.0    0.00    0.00       1         pmain <cycle 1> [135]
                0.00    0.00       2/21          lua_pushstring [32]
                0.00    0.00       2/6           lua_rawseti [66]
                0.00    0.00       2/2           lua_gc [87]
                0.00    0.00       1/2           lua_tointegerx [91]
                0.00    0.00       1/10          lua_touserdata [52]
                0.00    0.00       1/10          luaL_checkversion_ [47]
                0.00    0.00       1/18          lua_createtable [35]
                0.00    0.00       1/214         auxsetstr [15]
                0.00    0.00       1/11          lua_setglobal [44]
                0.00    0.00       1/17          lua_pushboolean [36]
                                   1             luaL_openlibs <cycle 1> [112]
-----------------------------------------------
                0.00    0.00       1/1           entergen [98]
[136]    0.0    0.00    0.00       1         singlestep [136]
                0.00    0.00       3/197         reallymarkobject [19]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [101]
[137]    0.0    0.00    0.00       1         stack_init [137]
                0.00    0.00       1/285         luaM_malloc_ [8]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [13]
[138]    0.0    0.00    0.00       1         tablerehash [138]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [69] GCTM                    [9] luaH_getstr           [122] lua_newstate
  [45] addstr2buff            [34] luaH_new               [75] lua_newuserdatauv
  [95] atomic                  [7] luaH_newkey            [36] lua_pushboolean
  [96] atomic2gen             [22] luaH_realasize         [20] lua_pushcclosure
  [15] auxsetstr              [29] luaH_resize            [88] lua_pushfstring
  [83] clearbykeys            [64] luaH_setint            [76] lua_pushinteger
  [70] clearbyvalues          [55] luaL_checkudata       [123] lua_pushlstring
  [97] closepaux              [47] luaL_checkversion_     [81] lua_pushnil
  [84] convergeephemerons     [43] luaL_getsubtable       [89] lua_pushnumber
  [71] correctgraylist       [110] luaL_len               [32] lua_pushstring
  [72] dothecall             [111] luaL_newmetatable      [26] lua_pushvalue
  [98] entergen              [112] luaL_openlibs          [59] lua_rawequal
  [99] enterinc               [48] luaL_requiref          [90] lua_rawgeti
 [100] f_call                 [40] luaL_setfuncs          [66] lua_rawseti
  [77] f_gc                   [79] luaL_setmetatable      [50] lua_rotate
 [101] f_luaopen              [56] luaL_testudata         [16] lua_setfield
 [102] finishgencycle          [6] luaM_free_             [44] lua_setglobal
  [10] freeobj                 [8] luaM_malloc_           [68] lua_setmetatable
 [103] gctm                   [28] luaM_realloc_          [24] lua_settop
  [23] index2value            [30] luaO_ceillog2         [124] lua_setwarnf
  [13] internshrstr           [86] luaO_pushvfstring      [51] lua_toboolean
  [78] io_noclose            [113] luaS_clearcache        [91] lua_tointegerx
   [3] l_alloc               [114] luaS_hash              [52] lua_touserdata
 [104] luaC_changemode       [115] luaS_init              [53] lua_version
  [73] luaC_checkfinalizer     [5] luaS_new              [125] luaopen_base
  [25] luaC_fix               [12] luaS_newlstr          [126] luaopen_coroutine
 [105] luaC_freeallobjects     [4] luaS_newudata         [127] luaopen_debug
  [11] luaC_newobj            [14] luaS_remove           [128] luaopen_io
  [61] luaC_step             [116] luaS_resize           [129] luaopen_math
  [37] luaD_callnoyield       [65] luaT_gettm            [130] luaopen_os
 [106] luaD_closeprotected    [74] luaT_gettmbyobj       [131] luaopen_package
  [67] luaD_pcall            [117] luaT_init             [132] luaopen_string
  [38] luaD_poscall           [57] luaV_equalobj         [133] luaopen_table
  [39] luaD_precall           [42] luaV_finishget        [134] luaopen_utf8
  [62] luaD_rawrunprotected   [18] luaV_finishset        [135] pmain
  [85] luaE_extendCI         [118] luaV_objlen            [31] propagatemark
  [54] luaE_setdebt          [119] luaX_init              [92] pushstr
 [107] luaF_close             [80] lua_absindex           [19] reallymarkobject
 [108] luaF_closeupval       [120] lua_atpanic            [93] separatetobefnz
  [63] luaF_newCclosure       [49] lua_callk              [94] setpath
  [17] luaH_finishset         [41] lua_checkstack        [136] singlestep
  [33] luaH_free              [35] lua_createtable       [137] stack_init
  [21] luaH_get               [87] lua_gc                 [82] sweep2old
  [60] luaH_getint            [27] lua_getfield          [138] tablerehash
 [109] luaH_getn              [58] lua_getmetatable        [1] <cycle 1>
  [46] luaH_getshortstr      [121] lua_len                 [2] <cycle 2>
